,ResponseId,overall_score,normal_score,expert_score,diff_normed_score,n_graded,n_ungraded,n_total,mean_score_per_item,mean_diff_normed_score_per_item,accumulated_difficulty
0,R_6hazd14Iv0vRJV7,27.323809523809523,28.64761904761905,26.0,10.88715334639699,15,0,15,1.8215873015873014,0.7258102230931327,9.241139511434463
1,R_5vQ6Xf1WugueDND,30.880952380952383,29.261904761904763,32.5,13.013519192810737,14,1,15,2.058730158730159,0.8675679461873824,9.010337180053234
2,R_5KpdGyLKCFDJS5r,30.238095238095237,28.47619047619047,32.0,12.16925127742661,15,0,15,2.015873015873016,0.8112834184951073,9.669334887327437
3,R_5hfsgpVmDBRxfr5,45.5,41.00000000000001,50.0,16.875521893089932,15,0,15,3.033333333333333,1.125034792872662,9.362296839817162
4,R_6Eu2oR7CwVBRwyp,38.266666666666666,37.03333333333333,39.5,15.870478125294113,11,4,15,2.551111111111111,1.0580318750196076,9.437360298314575
5,R_6D6PBkrChss508l,30.75,29.5,32.0,12.299625833216693,13,2,15,2.05,0.8199750555477795,9.143473592259237
6,R_7LLF8qLJV3UgQE1,45.43333333333333,40.86666666666667,50.0,17.61268988425779,15,0,15,3.0288888888888885,1.174179325617186,9.40165824724781
7,R_78Z3gy1mcpQ6lpQ,54.91190476190476,50.82380952380953,59.0,21.4485504471944,12,3,15,3.6607936507936505,1.4299033631462934,9.411957983052867
8,R_5WU8WIr7pguhYVA,45.95238095238095,42.904761904761905,49.0,18.34812763428647,15,0,15,3.0634920634920633,1.2232085089524314,9.305006007363211
9,R_59txcXaWbmO04SW,31.28095238095238,31.061904761904763,31.5,12.366120156032872,8,7,15,2.0853968253968254,0.8244080104021915,9.261612570651344
10,R_7iswQke6K35dZLP,44.228571428571435,38.457142857142856,50.0,17.689139388940642,14,1,15,2.948571428571429,1.1792759592627096,9.202119896155732
11,R_6g0EFev6t4FKlcE,35.154761904761905,29.30952380952381,41.0,13.101612605255047,15,0,15,2.3436507936507938,0.8734408403503365,9.472618486721206
12,R_5mBwuHcjIHstC01,40.4404761904762,36.88095238095238,44.0,15.870727172514853,15,0,15,2.6960317460317467,1.058048478167657,9.377415330355921
13,R_7sEXibfidLgmOWd,47.2095238095238,44.419047619047625,50.0,17.8534943774399,10,5,15,3.1473015873015866,1.1902329584959934,9.747086089720076
14,R_7Y5oIYgYMSPPwIa,39.92857142857143,34.85714285714286,45.0,13.507130690999102,14,1,15,2.661904761904762,0.9004753793999402,10.124813040562366
15,R_3Jd1uTp9gkuwtOx,30.666666666666668,29.333333333333336,32.0,12.68480549246643,14,1,15,2.0444444444444447,0.8456536994977619,9.164989861538857
16,R_1NOosR37pJud2UA,44.23333333333333,41.46666666666667,47.0,18.95373321853711,13,2,15,2.9488888888888884,1.2635822145691407,9.030692455923758
17,R_16SaFYG3hG62QF3,35.226190476190474,32.952380952380956,37.5,13.933326675149292,15,0,15,2.3484126984126985,0.9288884450099528,9.233066733912098
18,R_5Phftz7eKxQRBg1,45.51428571428571,44.028571428571425,47.0,17.22097120414349,15,0,15,3.0342857142857143,1.1480647469428993,9.583902047902766
19,R_53qZezuj1Aowmel,28.071428571428577,25.142857142857142,31.0,11.42300424825568,15,0,15,1.8714285714285717,0.7615336165503787,9.477646203903053
20,R_5hxwR1AIkCiK5YQ,27.249999999999996,24.5,30.0,11.2814891776553,14,1,15,1.8166666666666664,0.7520992785103534,9.239762587691482
21,R_7jrDLd1FIMqRkxj,42.44523809523809,38.89047619047619,46.0,17.15841336817182,15,0,15,2.829682539682539,1.143894224544788,9.039128887525287
22,R_5fIoIo9ELuQ1U1M,37.800000000000004,34.6,41.0,13.946730923241178,15,0,15,2.5200000000000005,0.9297820615494119,9.491647357238016
23,R_35MZhXTsEy0Q8Ct,45.00952380952381,39.01904761904761,51.0,17.658570751689027,15,0,15,3.000634920634921,1.1772380501126019,9.202119896155732
24,R_6P7TbV4CF3UQq2I,24.583333333333332,25.666666666666664,23.5,8.434776054019501,14,1,15,1.6388888888888888,0.5623184036013,10.056620748884054
25,R_5IME3bnJF5C8vPK,38.800000000000004,38.6,39.0,16.047455791207188,15,0,15,2.586666666666667,1.0698303860804792,9.307465428303
26,R_7D6TWTVSx8Nbnl3,51.397619047619045,42.7952380952381,60.0,19.580970352085473,14,1,15,3.4265079365079365,1.3053980234723648,9.386938600819281
27,R_3zpB5H3IbG7VP2T,32.900000000000006,28.299999999999997,37.5,13.009216886606353,14,1,15,2.193333333333334,0.8672811257737568,8.998922049905994
28,R_7urH6KcIAcTkWCB,50.76666666666667,45.033333333333324,56.5,19.929609260668215,15,0,15,3.384444444444445,1.328640617377881,9.371919170422922
29,R_1mczKBtg2GsAMRr,49.10714285714286,42.714285714285715,55.5,18.141616971295043,14,1,15,3.273809523809524,1.2094411314196696,9.341920308807326
30,R_3VJvcRXM4mhNG0x,64.40714285714286,58.31428571428572,70.5,25.01910639038819,15,0,15,4.293809523809524,1.6679404260258792,9.203363888211573
31,R_5iOMXXK1u9zcmXQ,52.283333333333324,48.56666666666668,56.0,21.572466648513203,14,1,15,3.485555555555555,1.4381644432342136,9.005328082455742
32,R_67re1CUSK65lHix,30.833333333333336,28.66666666666666,33.0,12.866058476313368,15,0,15,2.055555555555556,0.8577372317542246,9.107936392786538
33,R_1PR4qXLMAceGiOt,25.583333333333332,26.666666666666668,24.5,10.270384818423581,15,0,15,1.7055555555555555,0.6846923212282388,9.629249224396112
34,R_7ikqRNbiqOG98sh,28.583333333333336,25.666666666666664,31.5,11.143644021107951,10,5,15,1.9055555555555557,0.7429096014071968,9.79821908694835
35,R_3zjUkGkE3FsX1RL,37.904761904761905,35.30952380952381,40.5,13.593588187988747,15,0,15,2.526984126984127,0.9062392125325831,9.688528253262461
36,R_5dnySa1ce8EsOdt,42.125,40.24999999999999,44.0,15.696323078181779,15,0,15,2.808333333333333,1.0464215385454518,9.67409241944826
37,R_6VQHLZ7aMXrAeuc,35.18333333333333,30.366666666666664,40.0,13.364711905411717,15,0,15,2.3455555555555554,0.8909807936941144,9.368649555283628
38,R_7AWa8yqYLHwffXz,27.33809523809524,27.67619047619047,27.0,10.868051068129926,15,0,15,1.8225396825396827,0.7245367378753284,9.416101095316542
39,R_3fZQKPrA5XxeCM0,40.31666666666666,37.13333333333333,43.5,15.444719313260286,15,0,15,2.6877777777777774,1.0296479542173524,9.59103274462597
40,R_6G88HMPnMd2CyLe,52.47857142857143,50.457142857142856,54.5,19.824248153122102,14,1,15,3.4985714285714287,1.3216165435414735,9.465862333449325
41,R_7iwHIm3XZH8niBo,56.48333333333334,53.96666666666666,59.0,21.9332336947089,15,0,15,3.765555555555556,1.46221557964726,9.286973889977855
42,R_3qK9HL1UIzK92MG,46.25,42.50000000000001,50.0,17.798129638793117,15,0,15,3.0833333333333335,1.1865419759195412,9.545097639624085
43,R_616NzOp9CQR5coo,33.27619047619048,29.05238095238095,37.5,12.474553462222822,12,3,15,2.2184126984126986,0.8316368974815215,9.309790070443206
44,R_6v6cp0SNipCZJqV,47.8,46.60000000000001,49.0,17.41273184613816,14,1,15,3.1866666666666665,1.1608487897425441,9.962260169958155
45,R_3Wu3EGpCFW6Qbuk,43.06428571428571,42.62857142857143,43.5,16.67857633387453,12,3,15,2.8709523809523807,1.1119050889249686,9.063210908782214
46,R_7rGSNqpHRRXGZWh,24.35,27.200000000000003,21.5,9.592652261281714,15,0,15,1.6233333333333335,0.6395101507521143,9.28600370679031
47,R_7U2V9B5aP4N5bKp,30.850000000000005,34.2,27.5,11.507233264938208,13,2,15,2.056666666666667,0.7671488843292138,9.41708764742159
48,R_6NaHI4FRAJFo4fZ,32.86666666666667,30.733333333333327,35.0,12.85198649588444,15,0,15,2.1911111111111112,0.8567990997256293,9.113657881608555
49,R_3fkIyfPjf94dl8o,17.333333333333332,19.666666666666668,15.0,6.509375332646355,11,4,15,1.1555555555555554,0.43395835550975703,9.431152955078867
50,R_7onYeAhpKiYWobL,35.871428571428574,32.24285714285714,39.5,14.290518701887224,15,0,15,2.3914285714285715,0.9527012467924816,9.244509734732832
51,R_1mbwAksBbHkjRxT,51.3,48.10000000000001,54.5,20.612494039621904,15,0,15,3.42,1.374166269308127,9.333358329562044
52,R_1riWAwAgFR9OYj9,54.416666666666664,51.83333333333334,57.0,22.110852563356016,15,0,15,3.6277777777777778,1.4740568375570677,9.211061026243115
53,R_71C2kK0ya2WVTj3,23.969047619047622,25.938095238095237,22.0,9.977368913448677,15,0,15,1.5979365079365082,0.6651579275632451,9.35608806402592
54,R_53wlqQMRl8RoPUR,49.476190476190474,42.95238095238095,56.0,19.24096875252578,15,0,15,3.2984126984126982,1.2827312501683854,9.478479798550666
55,R_3hrNeSuAdYDCaL7,37.97857142857143,36.957142857142856,39.0,15.42720879491983,11,4,15,2.531904761904762,1.0284805863279887,9.344523905436056
56,R_6mXDO57GGpQM4Q8,61.19047619047619,55.38095238095238,67.0,25.764837788103492,15,0,15,4.079365079365079,1.7176558525402328,8.88944660973149
57,R_3NDJv5Msv9mPkGK,64.71904761904761,59.93809523809525,69.5,25.442353521719347,15,0,15,4.3146031746031746,1.6961569014479565,9.22753361468644
58,R_3cl2IMba6u7Q2Nr,53.85,48.7,59.0,21.460804002201805,14,1,15,3.5900000000000003,1.4307202668134535,9.36872925524516
59,R_6NWzqbX4O0AMjJv,57.699999999999996,52.900000000000006,62.5,22.856502559162024,14,1,15,3.8466666666666662,1.5237668372774682,9.329556194348031
60,R_5LqyB71r6ag7pal,46.26666666666666,42.03333333333334,50.5,18.600633338173377,13,2,15,3.084444444444444,1.240042222544892,9.500339788564302
61,R_7PodChoqtIWfEkN,49.65714285714285,46.31428571428572,53.0,20.008760003277725,14,1,15,3.31047619047619,1.3339173335518484,9.384648826723836
62,R_1IbBFfixZh63O47,29.195238095238093,29.890476190476193,28.5,11.516601153936453,15,0,15,1.9463492063492063,0.7677734102624302,9.10759399782842
63,R_5DAIrNhtzGGUJgt,47.33333333333332,42.66666666666667,52.0,17.03028061684402,15,0,15,3.1555555555555546,1.1353520411229348,9.7739229668057
64,R_3gw89p3wacWQFRn,50.9047619047619,43.30952380952382,58.5,18.207534363197063,15,0,15,3.393650793650793,1.2138356242131374,9.775419693502082
65,R_57Jf15YvbX6JX9g,55.26666666666666,50.533333333333346,60.0,21.922539454558198,13,2,15,3.684444444444444,1.4615026303038798,9.308250607141044
66,R_6ieepBYwPOcVPZO,57.159523809523805,52.31904761904763,62.0,22.041625405148352,15,0,15,3.81063492063492,1.4694416936765569,9.271242548890836
67,R_6HnmuPESQ911bSs,20.349999999999998,24.7,16.0,8.122330942383893,10,5,15,1.3566666666666665,0.5414887294922596,9.027870509011137
68,R_7HiuT8KLZwyWhV9,26.75,25.5,28.0,10.570683010353235,15,0,15,1.7833333333333334,0.7047122006902157,9.305185850915986
69,R_30x9wSvmkEmbVoB,40.42857142857142,37.357142857142854,43.5,14.678894838764519,15,0,15,2.695238095238095,0.9785929892509679,9.937734064330067
70,R_1LjuLUT4Y6CYGNe,59.24285714285714,56.985714285714295,61.5,20.92888854278102,15,0,15,3.9495238095238094,1.3952592361854015,9.977535972742755
71,R_5XBVD7OnUiSPYzv,62.99999999999999,57.0,69.0,25.57828686054701,15,0,15,4.199999999999999,1.7052191240364674,8.975049559527848
72,R_6PA4QEiXZDENKp1,52.445238095238096,50.390476190476186,54.5,20.145050244447763,13,2,15,3.4963492063492065,1.3430033496298508,9.319634887495816
73,R_5fjcrirfMR1Dwul,31.433333333333334,29.366666666666667,33.5,10.635322686038474,15,0,15,2.0955555555555554,0.709021512402565,9.62740948247065
74,R_7IcV6n5DqSpqtcR,25.166666666666668,26.833333333333336,23.5,9.413504426704,13,2,15,1.6777777777777778,0.6275669617802666,9.350046306652843
75,R_6XoaIFqgUFLI7kJ,47.29761904761905,41.09523809523809,53.5,18.36239029180253,13,2,15,3.1531746031746035,1.2241593527868353,9.534035171398813
76,R_7JKsUnPA3jzjDRI,32.738095238095234,30.476190476190474,35.0,12.490165934937233,12,3,15,2.1825396825396823,0.8326777289958155,9.873560229812677
77,R_1NxJpYzFJggITGm,36.61904761904762,32.23809523809524,41.0,13.323582086458808,15,0,15,2.4412698412698415,0.8882388057639206,9.495170262937405
78,R_3rUW4R8o2RDWKZB,46.285714285714285,46.07142857142857,46.5,17.798398858463678,15,0,15,3.085714285714286,1.1865599238975786,9.548508572552937
79,R_1QDFcDrzwXtPhSw,56.523809523809526,51.547619047619044,61.5,20.55210356319779,15,0,15,3.768253968253968,1.3701402375465193,9.48346036969394
80,R_5dWeWShB7qgdljb,33.06666666666666,30.133333333333333,36.0,12.278417732465451,15,0,15,2.204444444444444,0.8185611821643634,9.692901257670883
81,R_18IHc8q1xLCnQHe,40.416666666666664,35.333333333333336,45.5,15.133635648938732,8,7,15,2.694444444444444,1.0089090432625822,9.553487459670759
82,R_6kgGwRyVnn2pfaN,42.964285714285715,42.42857142857143,43.5,15.404997488779173,15,0,15,2.8642857142857143,1.0269998325852783,10.054047699955774
83,R_1HvLzzAFpuugjE9,34.916666666666664,31.833333333333332,38.0,12.218744636832493,10,5,15,2.3277777777777775,0.8145829757888329,9.878672905643949
84,R_67jsyOVtJ4io3hM,43.83809523809523,38.67619047619048,49.0,17.068096827830004,15,0,15,2.9225396825396817,1.1378731218553335,9.285662750436277
85,R_3hGCmhPK0roMNK6,28.95,27.4,30.5,9.86311800249638,15,0,15,1.93,0.6575412001664254,9.964685793432826
86,R_3wo5ExxrXHBVtdF,37.93333333333333,34.36666666666667,41.5,14.889725847808524,15,0,15,2.5288888888888885,0.9926483898539016,9.3116668918019
87,R_3pECSJ1nV3ebG8v,37.49999999999999,33.0,42.0,13.90456227189544,15,0,15,2.4999999999999996,0.9269708181263626,9.70984931233747
88,R_3LYjBidWcX7T3mo,19.799999999999997,20.1,19.5,7.011848120181867,13,0,13,1.5230769230769228,0.539372932321682,8.497387371765816
89,R_3kvWEB9djiIi0IW,48.875,45.75,52.0,17.289622362202408,15,0,15,3.2583333333333333,1.1526414908134939,9.847179803646917
90,R_1FenkheohNSgeLu,32.82380952380952,29.647619047619045,36.0,11.736360264329502,15,0,15,2.188253968253968,0.7824240176219668,9.860149843717123
91,R_1PcY1LS2Mfhz64A,34.88333333333333,33.266666666666666,36.5,13.4036256790947,14,1,15,2.3255555555555554,0.89357504527298,9.708276641552033
92,R_32V2gkHfxz9ROBB,40.488095238095234,36.476190476190474,44.5,14.176113363282795,15,0,15,2.699206349206349,0.945074224218853,9.985921909988305
93,R_6HAHLrUWhq9nby4,44.81666666666666,42.63333333333333,47.0,16.07201162468759,15,0,15,2.9877777777777776,1.0714674416458394,9.727568630575826
94,R_7Kuxq2JKf3BOKPH,43.98809523809524,41.476190476190474,46.5,16.657701379547174,15,0,15,2.932539682539683,1.110513425303145,9.86362289519806
95,R_6RqfSAN0DF8nnsa,48.53809523809523,44.57619047619048,52.5,19.103932707306342,15,0,15,3.2358730158730156,1.2735955138204227,9.245104010950032
96,R_1paSSMOwVWpJyn2,52.89285714285713,46.28571428571429,59.5,19.223260531171075,15,0,15,3.5261904761904757,1.2815507020780716,9.615040096321982
97,R_7NhDTJ2fxewY5qh,36.18333333333333,34.36666666666666,38.0,12.791947135797473,15,0,15,2.412222222222222,0.8527964757198315,9.612262304818287
98,R_5RvyCf53JoQh7Eg,45.707142857142856,43.91428571428571,47.5,15.24506179886351,13,2,15,3.047142857142857,1.0163374532575673,9.816098741618209
99,R_6YaCnTxmrtmyBmt,44.516666666666666,39.53333333333333,49.5,17.70543425321816,15,0,15,2.9677777777777776,1.1803622835478775,9.112139516502683
